,Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Hotel,Date
1120,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,20,hotel-2,2017-05-30
1121,Baked Goods,432,Wedding,477,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,23,hotel-2,2017-05-31
1122,Vegetables,300,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,hotel-2,2017-05-31
1123,Dairy Products,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,40,hotel-2,2017-05-31
1124,Dairy Products,320,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,hotel-2,2017-05-31
1125,Vegetables,320,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,hotel-2,2017-05-31
1126,Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,hotel-2,2017-05-31
1127,Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,hotel-2,2017-05-31
1128,Meat,350,Social Gathering,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-06-01
1129,Baked Goods,320,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,hotel-2,2017-06-01
1130,Meat,220,Social Gathering,300,Room Temperature,Occasional,Winter,Finger Food,Rural,Moderate,15,hotel-2,2017-06-01
1131,Dairy Products,275,Wedding,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,hotel-2,2017-06-01
1132,Vegetables,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-06-01
1133,Dairy Products,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,hotel-2,2017-06-01
1134,Fruits,380,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-2,2017-06-01
1135,Dairy Products,400,Birthday,500,Room Temperature,Regular,Winter,Finger Food,Suburban,High,40,hotel-2,2017-06-01
1136,Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,hotel-2,2017-06-01
1137,Baked Goods,275,Birthday,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,hotel-2,2017-06-01
1138,Baked Goods,400,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-06-02
1139,Meat,250,Social Gathering,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-06-02
1140,Baked Goods,434,Wedding,495,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,Low,36,hotel-2,2017-06-02
1141,Baked Goods,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,hotel-2,2017-06-02
1142,Baked Goods,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,hotel-2,2017-06-02
1143,Fruits,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-02
1144,Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,20,hotel-2,2017-06-02
1145,Baked Goods,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,15,hotel-2,2017-06-02
1146,Baked Goods,220,Corporate,300,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-02
1147,Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,hotel-2,2017-06-03
1148,Dairy Products,261,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,23,hotel-2,2017-06-03
1149,Dairy Products,275,Social Gathering,388,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,16,hotel-2,2017-06-03
1150,Dairy Products,400,Corporate,500,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,50,hotel-2,2017-06-03
1151,Vegetables,380,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,hotel-2,2017-06-03
1152,Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-2,2017-06-03
1153,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,40,hotel-2,2017-06-04
1154,Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-04
1155,Fruits,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,15,hotel-2,2017-06-04
1156,Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-06-04
1157,Dairy Products,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-04
1158,Baked Goods,220,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,hotel-2,2017-06-04
1159,Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,hotel-2,2017-06-04
1160,Meat,208,Social Gathering,282,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,22,hotel-2,2017-06-05
1161,Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,34,hotel-2,2017-06-05
1162,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,hotel-2,2017-06-05
1163,Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,hotel-2,2017-06-05
1164,Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-2,2017-06-05
1165,Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,hotel-2,2017-06-05
1166,Baked Goods,270,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,hotel-2,2017-06-05
1167,Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,hotel-2,2017-06-05
1168,Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,hotel-2,2017-06-05
1169,Dairy Products,208,Social Gathering,282,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,hotel-2,2017-06-05
1170,Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-2,2017-06-06
1171,Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,hotel-2,2017-06-06
1172,Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,hotel-2,2017-06-06
1173,Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-06-06
1174,Meat,302,Birthday,371,Refrigerated,Regular,Winter,Buffet,Suburban,Low,27,hotel-2,2017-06-06
1175,Meat,430,Wedding,477,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,29,hotel-2,2017-06-06
1176,Meat,400,Birthday,450,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30,hotel-2,2017-06-06
1177,Meat,220,Wedding,300,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,15,hotel-2,2017-06-07
1178,Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-2,2017-06-07
1179,Meat,250,Wedding,350,Refrigerated,Regular,All Seasons,Buffet,Rural,Moderate,20,hotel-2,2017-06-07
1180,Meat,290,Corporate,374,Refrigerated,Occasional,Winter,Finger Food,Urban,Low,27,hotel-2,2017-06-07
1181,Meat,220,Birthday,450,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,hotel-2,2017-06-07
1182,Meat,300,Corporate,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,20,hotel-2,2017-06-07
1183,Meat,240,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,20,hotel-2,2017-06-08
1184,Meat,442,Corporate,482,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,32,hotel-2,2017-06-08
1185,Meat,300,Wedding,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Low,20,hotel-2,2017-06-08
1186,Meat,400,Corporate,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-2,2017-06-08
1187,Vegetables,491,Birthday,497,Refrigerated,Regular,Summer,Finger Food,Rural,High,32,hotel-2,2017-06-08
1188,Meat,220,Birthday,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-2,2017-06-08
1189,Meat,350,Birthday,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,45,hotel-2,2017-06-09
1190,Meat,300,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,40,hotel-2,2017-06-09
1191,Vegetables,302,Social Gathering,371,Refrigerated,Regular,Summer,Buffet,Rural,Low,27,hotel-2,2017-06-09
1192,Meat,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Moderate,25,hotel-2,2017-06-09
1193,Meat,300,Corporate,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,15,hotel-2,2017-06-09
1194,Fruits,450,Corporate,500,Room Temperature,Occasional,Winter,Finger Food,Urban,High,30,hotel-2,2017-06-09
1195,Meat,434,Corporate,495,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,36,hotel-2,2017-06-09
1196,Meat,250,Corporate,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,hotel-2,2017-06-09
1197,Meat,450,Birthday,500,Refrigerated,Regular,Summer,Finger Food,Urban,High,30,hotel-2,2017-06-09
1198,Meat,434,Wedding,495,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Low,36,hotel-2,2017-06-09
1199,Meat,280,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,hotel-2,2017-06-10
1200,Meat,280,Corporate,480,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,hotel-2,2017-06-10
1201,Meat,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,hotel-2,2017-06-10
1202,Meat,429,Corporate,496,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,42,hotel-2,2017-06-10
1203,Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Urban,Moderate,25,hotel-2,2017-06-10
1204,Meat,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,45,hotel-2,2017-06-10
1205,Fruits,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,20,hotel-2,2017-06-10
1206,Dairy Products,220,Birthday,300,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,hotel-2,2017-06-10
1207,Fruits,250,Social Gathering,350,Room Temperature,Regular,Winter,Buffet,Rural,Moderate,20,hotel-2,2017-06-10
1208,Dairy Products,300,Corporate,400,Room Temperature,Regular,Summer,Buffet,Suburban,High,30,hotel-2,2017-06-10
1209,Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,hotel-2,2017-06-11
1210,Baked Goods,430,Social Gathering,477,Room Temperature,Regular,Winter,Buffet,Urban,Low,29,hotel-2,2017-06-11
1211,Fruits,300,Birthday,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-2,2017-06-11
1212,Fruits,320,Corporate,400,Room Temperature,Occasional,All Seasons,Buffet,Rural,Moderate,25,hotel-2,2017-06-11
1213,Baked Goods,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,hotel-2,2017-06-11
1214,Vegetables,350,Birthday,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-2,2017-06-11
1215,Meat,453,Social Gathering,484,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,54,hotel-2,2017-06-11
1216,Vegetables,300,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,hotel-2,2017-06-11
1217,Baked Goods,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,hotel-2,2017-06-11
1218,Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,hotel-2,2017-06-11
1219,Baked Goods,300,Corporate,400,Room Temperature,Occasional,All Seasons,Buffet,Suburban,High,40,hotel-2,2017-06-12
1220,Meat,350,Wedding,450,Refrigerated,Occasional,All Seasons,Buffet,Suburban,High,40,hotel-2,2017-06-12
1221,Baked Goods,250,Corporate,350,Room Temperature,Regular,Summer,Buffet,Urban,Low,10,hotel-2,2017-06-12
1222,Meat,220,Wedding,300,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,20,hotel-2,2017-06-12
1223,Meat,220,Birthday,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-12
1224,Meat,250,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,10,hotel-2,2017-06-13
1225,Fruits,250,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,10,hotel-2,2017-06-13
1226,Meat,220,Corporate,300,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,15,hotel-2,2017-06-13
1227,Meat,270,Corporate,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,40,hotel-2,2017-06-13
1228,Meat,280,Birthday,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,20,hotel-2,2017-06-13
1229,Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,hotel-2,2017-06-13
1230,Dairy Products,320,Birthday,400,Room Temperature,Regular,Winter,Buffet,Rural,High,40,hotel-2,2017-06-14
1231,Baked Goods,280,Birthday,400,Room Temperature,Regular,Summer,Buffet,Urban,Moderate,25,hotel-2,2017-06-14
1232,Vegetables,450,Corporate,500,Refrigerated,Regular,Summer,Finger Food,Suburban,High,30,hotel-2,2017-06-14
1233,Meat,280,Birthday,480,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,15,hotel-2,2017-06-14
1234,Meat,380,Corporate,480,Refrigerated,Occasional,Summer,Buffet,Suburban,Moderate,30,hotel-2,2017-06-14
1235,Vegetables,320,Birthday,480,Refrigerated,Regular,All Seasons,Buffet,Rural,High,40,hotel-2,2017-06-14
1236,Meat,350,Wedding,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,hotel-2,2017-06-14
1237,Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Moderate,25,hotel-2,2017-06-14
1238,Vegetables,220,Social Gathering,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,hotel-2,2017-06-15
1239,Dairy Products,220,Social Gathering,300,Room Temperature,Regular,Winter,Buffet,Suburban,Low,10,hotel-2,2017-06-15
1240,Baked Goods,310,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,hotel-2,2017-06-15
1241,Baked Goods,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-15
1242,Baked Goods,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,hotel-2,2017-06-15
1243,Meat,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,hotel-2,2017-06-15
1244,Meat,250,Wedding,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,20,hotel-2,2017-06-16
1245,Meat,280,Social Gathering,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Low,20,hotel-2,2017-06-16
1246,Vegetables,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,45,hotel-2,2017-06-16
1247,Meat,400,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,40,hotel-2,2017-06-16
1248,Baked Goods,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,hotel-2,2017-06-16
1249,Dairy Products,250,Social Gathering,480,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,hotel-2,2017-06-16
1250,Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,35,hotel-2,2017-06-16
1251,Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,hotel-2,2017-06-17
1252,Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,50,hotel-2,2017-06-17
1253,Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,hotel-2,2017-06-17
1254,Baked Goods,250,Birthday,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-06-17
1255,Baked Goods,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,hotel-2,2017-06-17
1256,Baked Goods,250,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-06-18
1257,Baked Goods,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-2,2017-06-18
1258,Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,hotel-2,2017-06-18
1259,Baked Goods,247,Corporate,348,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,16,hotel-2,2017-06-18
1260,Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,hotel-2,2017-06-18
1261,Dairy Products,380,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-2,2017-06-18
1262,Fruits,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,hotel-2,2017-06-19
1263,Fruits,250,Wedding,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,20,hotel-2,2017-06-19
1264,Meat,320,Social Gathering,400,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,25,hotel-2,2017-06-19
1265,Meat,320,Corporate,400,Refrigerated,Occasional,All Seasons,Finger Food,Urban,Moderate,25,hotel-2,2017-06-19
1266,Fruits,280,Birthday,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Moderate,20,hotel-2,2017-06-19
1267,Baked Goods,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,hotel-2,2017-06-19
1268,Vegetables,290,Wedding,374,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,27,hotel-2,2017-06-19
1269,Fruits,488,Corporate,498,Room Temperature,Regular,Summer,Finger Food,Rural,High,63,hotel-2,2017-06-20
1270,Vegetables,220,Birthday,300,Refrigerated,Regular,Winter,Finger Food,Suburban,Low,15,hotel-2,2017-06-20
1271,Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,hotel-2,2017-06-20
1272,Fruits,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,hotel-2,2017-06-20
1273,Fruits,400,Corporate,450,Room Temperature,Occasional,All Seasons,Buffet,Urban,Moderate,30,hotel-2,2017-06-20
1274,Fruits,342,Birthday,405,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,29,hotel-2,2017-06-20
1275,Meat,292,Social Gathering,470,Refrigerated,Occasional,Summer,Sit-down Dinner,Urban,High,50,hotel-2,2017-06-20
1276,Fruits,320,Wedding,400,Room Temperature,Occasional,All Seasons,Finger Food,Suburban,Low,15,hotel-2,2017-06-20
1277,Meat,350,Corporate,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-06-21
1278,Dairy Products,380,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-2,2017-06-21
1279,Baked Goods,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,hotel-2,2017-06-21
1280,Baked Goods,247,Social Gathering,348,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,16,hotel-2,2017-06-21
1281,Dairy Products,397,Wedding,482,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,31,hotel-2,2017-06-21
1282,Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,15,hotel-2,2017-06-21
1283,Baked Goods,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,15,hotel-2,2017-06-21
1284,Baked Goods,320,Corporate,480,Room Temperature,Regular,Summer,Buffet,Suburban,High,40,hotel-2,2017-06-21
1285,Vegetables,280,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,20,hotel-2,2017-06-21
1286,Baked Goods,220,Corporate,300,Room Temperature,Regular,Winter,Finger Food,Urban,Low,15,hotel-2,2017-06-22
1287,Baked Goods,434,Wedding,495,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,36,hotel-2,2017-06-22
1288,Meat,300,Corporate,400,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-22
1289,Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,hotel-2,2017-06-22
1290,Baked Goods,220,Birthday,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-2,2017-06-22
1291,Baked Goods,275,Birthday,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,hotel-2,2017-06-22
1292,Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40,hotel-2,2017-06-22
1293,Vegetables,250,Social Gathering,480,Refrigerated,Regular,Summer,Finger Food,Rural,Low,20,hotel-2,2017-06-22
1294,Fruits,300,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Suburban,High,40,hotel-2,2017-06-23
1295,Fruits,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-2,2017-06-23
